RegDate,Interested Course Code,Interested Course Name,Course Category,Course Type,Area of Interest,Sub-interest
2024-10-22,NYP-WSCY02_801,(SCTP) Certificate in Food Services (Pastry & Baking) Part-time,(CC) Certifiable Courses,(SCTP) SkillsFuture Career Transition Programme,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-22,NYP-WSCY04_801,(SCTP) Higher Certificate in Food Services (Pastry & Baking) Part-time,(CC) Certifiable Courses,(SCTP) SkillsFuture Career Transition Programme,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-22,NYP-WSCY06_801,(SCTP) Advanced Certificate in Food Services (Pastry & Baking) Part-time,(CC) Certifiable Courses,(SCTP) SkillsFuture Career Transition Programme,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-21,NYP-AS006Z,Good Dispensing Practice (part of PDC2 of Advanced Diploma in Pharmaceutical Sciences),(AD) Advanced Diploma,(SBMC) Academic Modular,Science,Pharmaceutical Sciences
2024-10-21,NYP-BMDP04,Diploma in Business Practice (Customer Relationship & Service Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Customer Relationship;Others
2024-10-21,NYP-BMDP04,Diploma in Business Practice (Customer Relationship & Service Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Customer Relationship;Others
2024-10-21,NYP-BMLP01,Work-Study Certificate (Leading to Diploma in Business Practice (Hospitality & Tourism Management)),(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Others,Others
2024-10-21,NYP-BMLP02,Work-Study Certificate (leading to Diploma in Business Practice (Accounting)),(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Others,Others
2024-10-21,NYP-BMSP13,Specialist Diploma in Human Resource Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Human Resource
2024-10-21,NYP-BMSP13,Specialist Diploma in Human Resource Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Human Resource
2024-10-21,NYP-CB0408,Growing Wealth,(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Business;Business,Accounting;Banking & Finance
2024-10-21,NYP-CB1579,AI for Business Communication,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business;Technology,Sales & Marketing;Artificial Intelligence
2024-10-21,NYP-CB231018,The Economics of Supply Management in the Sharing Economy - Synchronous elearning,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Business Management
2024-10-21,NYP-CB231022,International Trade and Freight Management,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Logistics
2024-10-21,NYP-CB231024,Warehouse and Inventory Management,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Logistics
2024-10-21,NYP-CB234002,Digitalisation for Tourism:  Skillsfuture for Digital Workplace 2.0,(CC) Certifiable Courses,(SFDW) SkillsFuture Digital Workplace,Business,Hospitality & Tourism
2024-10-21,NYP-CB241008,Research & Insights for Trade Associations,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Others
2024-10-21,NYP-CB241010,Sustainability at Our Core: Essentials of Climate Risk,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Others
2024-10-21,NYP-CE1354,Electric Vehicle & Charging System (Classroom & Synchronous eLearning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Engineering,Automotive Technology;Electrical & Electronic Engineering
2024-10-21,NYP-CE231001,Building Artificial Intelligence (AI) Applications from End to End (Classroom and Synchronous E-Learning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Engineering;Technology,Industry 4.0;Infocomm Technology;Artificial Intelligence
2024-10-21,NYP-CE231001,Building Artificial Intelligence (AI) Applications from End to End (Classroom and Synchronous E-Learning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Engineering;Technology,Industry 4.0;Infocomm Technology;Artificial Intelligence
2024-10-21,NYP-CE231006,Smart Sensing and IoT Applications - Making It Work,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering,Infocomm Technology
2024-10-21,NYP-CH0529,"LIVING WELL - DESIGNING AN ELDERLY- AND DEMENTIA-INCLUSIVE, SMART ENVIRONMENT",(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Public Health & Social Services;Public Health & Social Services;Public Health & Social Services,Healthcare;Mental Health & Psychology;Others
2024-10-21,NYP-CH231001,NAVIGATING ETHICAL DILEMMAS IN SOCIAL SERVICES,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Public Health & Social Services,Social Work
2024-10-21,NYP-CI231003,Robotic Process Automation,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology;Technology,Programming & Coding;IT Automation
2024-10-21,NYP-CI246001,Generative AI @Work,(NCC) Non-Certifiable Courses,(SMN) Seminars and Webinars,Technology,Artificial Intelligence
2024-10-21,NYP-CL0443,EAT HEALTHY & STAY BEAUTIFUL THROUGH TCM-INFUSED DIET,(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Food;Food,Food Nutrition & Sciences;Food Technology & Safety
2024-10-21,NYP-CL0443,EAT HEALTHY & STAY BEAUTIFUL THROUGH TCM-INFUSED DIET,(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Food;Food,Food Nutrition & Sciences;Food Technology & Safety
2024-10-21,NYP-CL0443,EAT HEALTHY & STAY BEAUTIFUL THROUGH TCM-INFUSED DIET,(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Food;Food,Food Nutrition & Sciences;Food Technology & Safety
2024-10-21,NYP-CL1249,Good Manufacturing Practices (GMP): What You Need to Know,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Food;Science,Food Nutrition & Sciences;Clinical Sciences
2024-10-21,NYP-CL240006,Food Microbiology with Environmental Insights,(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Food,Food Technology & Safety
2024-10-21,NYP-CLDP01,Diploma in Applied Science (Food Technology),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others,Others
2024-10-21,NYP-CLSP06,Specialist Diploma in Nutrition Science,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Food,Others;Food Nutrition & Sciences
2024-10-21,NYP-CLSP06,Specialist Diploma in Nutrition Science,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Food,Others;Food Nutrition & Sciences
2024-10-21,NYP-CX1306,VIDEO EDITING MADE EASY WITH SMARTPHONE,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Interactive & Digital Media,Digital Media
2024-10-21,NYP-DXEP07,Work-Study Post-Diploma Programme (Specialist Diploma in User Experience Design & Management),(WSP) Work-Study Programmes,(WSPSD) Work-Study Post-Diploma Specialist Diploma,Interactive & Digital Media,Web Design & Development
2024-10-21,NYP-DXSP07,SPECIALIST DIPLOMA IN USER EXPERIENCE DESIGN & MANAGEMENT,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others,Others
2024-10-21,NYP-EGSP18,Specialist Diploma in Biomedical & Pharmaceutical Engineering,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Engineering;Engineering;Engineering;Engineering;Science,Others;Biomedical Manufacturing;Precision Engineering;Regulatory Compliance;Robotics And Automation;Pharmaceutical Sciences
2024-10-21,NYP-EGSP19,Specialist Diploma in Robotics and Automation Systems Design,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Engineering,Robotics And Automation
2024-10-21,NYP-HSAF21,Advanced Diploma in Nursing (Midwifery),(AD) Advanced Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Nursing
2024-10-21,NYP-HSAF29,Advanced Diploma in Nursing (Medical-Surgical),(AD) Advanced Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Nursing
2024-10-21,NYP-HSAP11,Advanced Diploma in Nursing (Management),(AD) Advanced Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Nursing
2024-10-21,NYP-HSCP07,CERTIFICATE IN BRIDGING STUDIES FOR ENROLLED NURSE,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Others;Public Health & Social Services,Others;Nursing
2024-10-21,NYP-HSDP01,Diploma in Health Sciences (Paramedicine),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Paramedicine
2024-10-21,NYP-HSDP01,Diploma in Health Sciences (Paramedicine),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Paramedicine
2024-10-21,NYP-HSDP01,Diploma in Health Sciences (Paramedicine),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Paramedicine
2024-10-21,NYP-HSDP01,Diploma in Health Sciences (Paramedicine),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Paramedicine
2024-10-21,NYP-HSDP01,Diploma in Health Sciences (Paramedicine),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Paramedicine
2024-10-21,NYP-ITDP04,Diploma in Infocomm & Digital Media (IT Network and System Administration)-DINSA2,(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering;Others;Technology;Technology;Engineering,Converged Infocomm Infrastructure;Others;IT Network & Infrastructure;Network Technology & Systems;Infocomm Technology
2024-10-21,NYP-ITDP04,Diploma in Infocomm & Digital Media (IT Network and System Administration)-DINSA2,(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering;Others;Technology;Technology;Engineering,Converged Infocomm Infrastructure;Others;IT Network & Infrastructure;Network Technology & Systems;Infocomm Technology
2024-10-21,NYP-ITSP07,Specialist Diploma in Applied Artificial Intelligence,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology,Artificial Intelligence
2024-10-21,NYP-ITSP08,Specialist Diploma in Cybersecurity,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology,Cyber Security
2024-10-21,NYP-ITSPA1,Post-Diploma Certificate in Business Analytics (part of Specialist Diploma in Business & Big Data Analytics),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Technology;Technology;Technology,Data Analytics;Digital Literacy;Artificial Intelligence
2024-10-21,NYP-ITSPA2,Post-Diploma Certificate in Applied Data Science (part of Specialist Diploma in Business & Big Data Analytics),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Technology;Technology;Technology,Data Analytics;Digital Literacy;Artificial Intelligence
2024-10-21,NYP-ITSPA3,Post-Diploma Certificate in Enterprise Big Data Management  (part of Specialist Diploma in Business & Big Data Analytics),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Technology;Technology;Technology,Data Analytics;Digital Literacy;Artificial Intelligence
2024-10-21,NYP-SI4024_035,Mastering the Art of Making a Powerful Sales Pitch [Classroom Facilitated],(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-21,NYP-SI4025_009,"Start your business at no cost using Affiliate Marketing [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-21,NYP-SI4025_009,"Start your business at no cost using Affiliate Marketing [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-21,NYP-SI4025_010,"How to Become a Youtuber and Get Paid [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-21,NYP-SI4025_017,Digital Entrepreneurship in the Era of Cross-border e-Commerce: Mastering Selling Strategies on Amazon.com [Classroom Facilitated],(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business;Business,Retail;Ecommerce
2024-10-21,NYP-SI4059_002,Generative AI Content Creation: Super Sprint Your Sales and Marketing Performance [Practical],(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business;Business;Technology,Retail;Sales & Marketing;Artificial Intelligence
2024-10-21,NYP-SI4063_001,"Sell and Earn on TikTok [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-21,NYP-SI4063_001,"Sell and Earn on TikTok [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-21,NYP-SI4064_002,"How to Become a Youtuber and Get Paid [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-21,NYP-SI4064_002,"How to Become a Youtuber and Get Paid [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-21,NYP-SI4064_003,Level Up Customer Engagement Through Live Streaming,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-21,NYP-WSCA05_001,Food Safety Course Level 3,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food,Career Development;Food Technology & Safety;Others
2024-10-21,NYP-WSCA05_005,Demonstrate Chinese Moist Heat Cooking,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-21,NYP-WSCC10_019,Food Safety Course Level 1,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Food & Beverage Management;Food Technology & Safety;Others
2024-10-21,NYP-WSCC12_014,Demonstrate Malay Dry Heat Cooking,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-10-21,NYP-WSCD11_006,Financial Planning and Analysis,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-21,NYP-WSCM21_001,Prepare Advanced Dim Sum Dishes,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-10-21,NYP-WSCP28_010,Mouth Watering Thai Street Food,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food,Food & Beverage Management;Career Development;Culinary & Pastry;Others
2024-10-21,NYP-WSCP28_012,Signature Dim Sum,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-10-21,NYP-WSCP29_040,Classic Opera Cake,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-10-21,NYP-WSCP41_004,Spicy Sichuan Delights,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
